id,phone_id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
787,8683,774,1,2.8,0,7,1,55,0.9,124,3,18,8,896,3916,8,1,12,1,1,0,3
788,8716,1848,1,1.4,1,2,1,42,0.7,179,2,10,154,605,3902,11,9,3,1,0,1,3
789,8717,1501,0,1.1,0,12,1,2,0.2,187,1,15,198,1056,2487,13,12,16,1,1,1,2
790,8858,1614,0,1.9,0,8,1,55,0.3,188,3,17,860,1330,3914,17,13,13,1,0,0,3
791,8859,911,1,2.9,0,0,0,46,0.1,181,5,1,461,670,363,9,5,17,0,1,0,0
792,8860,1520,0,0.5,0,1,1,24,0.7,199,5,8,109,1909,3233,13,3,4,1,0,1,3
793,8861,1647,0,1.4,1,3,1,38,0.3,102,6,15,193,1185,2532,16,14,15,1,0,1,2
794,9142,1347,0,0.9,1,8,1,53,0.8,108,6,15,961,1008,3836,15,3,14,1,0,1,3
795,9163,967,1,1.6,0,4,0,25,0.6,92,8,9,243,1642,3076,7,4,18,0,1,1,2
796,9318,1442,0,2.2,0,0,1,56,0.7,145,5,3,1626,1668,1513,11,8,7,1,1,0,2
797,9319,1204,1,2.6,0,0,0,10,0.3,199,7,3,480,1482,1724,11,2,19,1,0,0,1
798,9320,1320,0,2.1,1,0,1,41,0.6,144,7,2,123,1229,542,11,1,14,1,1,0,0
799,9321,1800,1,0.7,0,2,1,8,0.4,100,7,6,400,823,3481,10,8,8,1,0,1,3
800,9322,1567,0,2.1,1,3,0,22,0.8,153,3,19,190,1326,3991,15,2,10,1,0,0,3
801,9386,1439,0,0.9,0,12,1,20,0.8,147,1,17,626,932,1790,19,12,15,1,0,1,1
802,9387,1422,0,1,0,15,0,3,0.1,112,1,17,1,926,509,19,1,3,1,1,1,0
803,9637,1591,1,2.2,1,4,1,52,1,161,3,16,548,1641,282,10,9,14,1,1,1,0
804,9638,880,0,1.7,0,2,0,6,0.6,198,4,19,632,660,3006,6,4,3,1,0,0,2
805,9732,1929,1,0.5,1,0,1,19,1,163,6,2,349,1051,1913,12,7,6,1,1,0,1
806,9787,1642,1,1.6,1,0,0,5,0.4,102,5,2,1686,1889,1333,18,0,2,0,0,1,2
807,9788,1511,0,2.5,1,3,0,21,0.2,114,3,18,1455,1982,3746,10,0,5,1,0,0,3
808,9789,1312,0,1.3,0,5,1,10,0.6,163,2,9,95,893,3941,6,2,13,1,1,1,3
809,9846,1852,0,1.4,0,4,1,10,0.7,196,1,18,580,1163,3970,13,1,11,1,0,1,3
810,9847,972,1,1.3,0,8,0,44,0.7,82,7,10,297,589,3925,7,6,7,0,1,0,3
811,9848,691,1,2.7,1,4,1,33,0.9,108,4,8,951,962,424,5,3,15,1,1,1,0
812,9857,807,0,0.5,0,9,0,8,0.3,158,5,20,667,697,1284,17,13,2,0,1,1,0
813,9858,1113,0,0.6,1,0,0,25,0.3,145,1,10,1047,1312,277,11,2,12,1,0,1,0
814,9859,721,1,1.3,1,10,0,16,0.9,125,1,18,408,1862,1713,10,3,4,0,1,1,1
815,9860,1188,1,1.5,1,0,0,54,0.3,198,6,2,1150,1469,485,12,7,7,0,1,0,0
816,10003,1512,1,0.5,0,1,0,52,0.1,131,1,14,333,952,3002,6,5,7,0,0,1,2
817,10136,805,1,0.7,0,0,0,64,0.1,97,4,14,641,704,418,11,6,17,0,1,1,0
818,10137,918,0,0.9,1,1,0,8,0.1,123,7,5,653,671,1652,17,4,14,1,1,0,1
819,10170,1320,0,0.5,1,7,0,48,0.2,168,5,16,103,1583,2893,8,5,9,0,0,1,2
820,10237,1236,0,0.9,1,2,1,57,0.1,188,1,14,517,809,1406,14,12,20,1,0,1,0
821,10261,1387,0,0.5,0,0,1,61,0.5,98,3,0,785,1151,629,5,3,11,1,1,0,0
822,10325,1883,1,2.7,1,6,1,30,0.5,95,2,10,531,791,3724,16,15,20,1,1,1,3
823,10338,839,0,2,1,0,0,14,0.4,175,7,3,564,1391,3835,15,8,11,1,0,0,3
824,10355,1593,1,1,0,0,1,52,0.7,130,8,0,761,1336,1354,15,13,13,1,1,1,1
825,10444,1722,1,1,0,7,0,25,0.8,88,6,19,1179,1638,2376,5,1,19,0,0,1,3
826,10445,1954,0,0.6,1,8,0,7,0.9,126,3,9,673,690,3438,17,12,13,1,0,0,3
827,10446,1788,1,0.5,1,15,1,2,0.3,150,6,20,472,1073,2655,12,2,4,1,0,1,2
828,10447,1628,0,0.5,0,5,1,33,0.9,101,6,8,412,643,3361,16,10,13,1,0,0,3
829,10448,1965,0,0.5,0,6,1,4,1,84,7,9,977,1660,3535,17,0,16,1,1,1,3
830,10449,833,1,2.2,0,4,0,27,0.9,124,1,6,359,1395,2150,9,5,7,0,1,1,1
831,10508,571,0,0.6,0,1,1,43,0.5,141,3,8,224,783,2587,7,5,18,1,0,0,1
832,10509,1808,1,0.5,1,1,0,31,0.5,92,2,16,714,1208,2736,9,1,8,0,0,1,3
833,10510,1860,0,0.5,1,2,1,55,0.7,83,6,3,195,799,676,15,0,4,1,0,1,0
834,10864,1368,1,1.6,1,4,0,9,0.1,115,7,7,843,1145,2941,13,12,17,0,1,0,3
835,10865,1161,0,1.3,1,0,1,21,0.6,126,8,12,308,1169,3336,6,4,14,1,0,1,3
836,96,1224,1,1.6,0,9,0,33,1,157,1,18,522,563,3796,10,5,13,1,1,0,3
837,97,902,1,0.6,1,0,0,63,0.7,122,5,14,364,1360,3654,18,8,15,0,1,1,3
838,98,787,1,0.5,0,15,0,11,0.6,93,1,16,806,1423,2934,8,6,14,1,0,1,2
839,99,854,0,0.5,0,2,0,30,0.5,125,8,5,518,1152,2889,5,2,11,0,0,1,2
840,100,1184,0,1.5,1,1,1,48,0.6,191,1,6,519,1577,3315,17,7,14,1,1,1,3
841,101,1973,0,1.6,1,5,1,39,0.8,152,4,6,792,1181,1993,9,0,5,1,0,0,2
842,102,510,0,1.7,1,3,0,35,0.8,120,3,6,382,1228,2509,17,2,11,0,1,1,1
843,103,966,0,2,0,8,1,34,0.5,118,2,10,214,1523,3534,18,17,11,1,1,1,3
844,104,1438,1,1.8,0,3,0,16,0.6,169,8,7,859,867,2246,14,11,15,0,0,0,2
845,105,1986,0,0.5,0,7,0,51,0.4,95,3,9,342,774,3165,5,0,13,1,0,0,3
846,106,1907,0,2,0,13,0,55,0.9,105,7,15,713,1513,286,14,4,17,1,0,1,0
847,107,1489,0,2.4,1,8,0,32,0.6,200,1,16,172,812,776,7,6,8,0,0,0,0
848,108,1843,1,1.8,1,13,1,16,0.7,134,6,18,118,580,3213,15,14,15,1,1,0,3
849,109,825,1,1.5,0,11,0,38,0.4,94,3,18,540,783,716,11,4,14,0,1,0,0
850,110,1286,1,2.3,0,10,1,16,0.1,98,2,18,18,662,424,10,5,4,1,1,0,0
851,111,840,0,0.6,0,0,1,63,0.8,137,7,19,987,1081,3486,12,8,18,1,1,0,3
852,112,757,0,2.3,1,5,1,58,0.2,163,4,7,535,697,3237,19,12,9,1,0,1,2
853,113,814,1,1.1,1,2,0,41,0.8,177,2,10,1092,1406,1944,16,6,12,1,0,0,1
854,114,1195,1,1.1,1,2,1,8,0.9,80,6,6,327,1001,643,14,2,19,1,0,0,0
855,115,767,0,0.8,0,7,1,10,0.5,107,4,12,517,1995,2317,6,0,12,1,1,1,2
856,116,1068,0,1.3,0,6,1,52,0.1,97,8,7,994,1500,1436,16,1,15,1,0,0,1
857,117,994,1,2.8,1,0,0,56,0.5,173,3,3,491,530,3190,5,2,20,1,1,1,2
858,118,1550,1,2.5,0,6,0,21,0.8,133,2,11,268,832,2338,16,1,15,0,1,0,2
859,119,1878,1,0.5,0,9,0,29,0.6,85,8,19,210,1026,1334,18,7,2,0,0,0,1
860,190,623,0,2,0,2,0,6,0.1,127,3,4,144,672,3657,17,3,19,1,1,0,2
861,193,1829,1,0.5,0,0,1,15,0.4,160,5,7,729,1267,2080,16,11,12,1,0,1,2
862,194,525,0,2.4,1,11,0,35,0.8,190,7,20,82,670,1609,16,11,3,0,0,0,0
863,195,1065,1,0.5,0,0,1,14,0.7,89,2,2,188,928,3078,10,1,18,1,0,1,2
864,199,1425,0,1.2,0,9,1,35,0.7,127,8,14,150,1897,590,13,2,6,1,1,1,0
865,200,1296,0,1.4,1,3,0,11,0.2,129,7,4,1222,1382,2552,19,8,10,1,1,1,2
866,211,642,0,2.8,0,3,0,34,0.8,197,2,15,331,1011,3355,12,5,13,0,0,0,2
867,225,1664,1,2.9,1,9,1,15,0.5,177,7,19,1178,1929,1968,12,7,9,1,0,0,2
868,226,1498,1,0.7,0,3,1,8,0.1,170,7,4,347,1076,3358,7,3,19,1,0,0,3
869,251,981,1,1.9,1,0,0,2,0.1,136,3,7,75,688,1539,19,12,19,0,0,0,0
870,252,1236,1,2.8,0,6,1,32,0.3,143,4,18,492,1403,942,16,12,14,1,1,1,0
871,253,1673,0,2.8,1,7,0,9,0.1,187,3,10,65,734,3669,9,1,10,1,0,1,3
872,262,712,1,1.6,0,6,1,9,0.8,172,2,14,881,1234,3612,13,5,4,1,0,0,3
873,266,569,1,0.5,1,10,1,4,0.8,170,3,19,351,1159,2351,8,7,10,1,1,0,1
874,282,603,1,0.7,1,0,1,64,0.2,156,6,0,1842,1968,604,10,4,8,1,1,1,0
875,283,1332,0,0.8,1,2,0,11,0.5,187,2,4,758,1165,1285,5,0,9,1,1,0,1
876,1827,1413,0,0.6,0,0,1,13,0.1,128,1,0,1323,1481,515,5,0,18,1,1,0,0
877,2424,1064,0,2.9,1,1,1,34,0.2,184,6,13,1175,1569,654,16,13,6,1,0,0,0
878,2826,1444,0,0.6,0,2,0,48,0.5,82,5,17,1092,1554,2540,17,2,15,1,1,1,3
879,3275,1366,1,1.7,1,5,1,53,0.2,161,5,9,647,1876,3869,17,5,14,1,0,1,3
880,3716,906,0,2.1,1,7,0,18,0.1,136,2,11,1102,1793,3412,13,8,16,1,0,0,3
881,3827,1554,0,2.7,1,3,1,47,0.7,185,5,12,319,1367,509,12,3,19,1,0,0,0
882,3828,1187,0,2.3,0,0,1,21,0.2,122,6,6,215,1125,2547,10,3,5,1,1,0,2
883,3847,1156,1,2.7,1,1,1,30,0.9,173,3,16,945,1913,2735,16,15,13,1,0,1,2
884,3848,1918,0,2.8,0,1,0,22,0.3,139,1,5,381,1203,1369,9,6,6,0,1,1,1
885,3849,841,1,0.5,1,8,0,39,0.1,199,6,13,546,828,2942,11,5,16,0,1,1,2
886,4135,730,1,1.3,1,6,0,6,0.9,167,7,10,1096,1155,2812,10,1,17,0,0,0,2
887,4212,878,1,1.3,0,13,1,31,0.5,153,4,18,575,618,3497,9,7,11,1,1,0,2
888,4374,1059,0,0.5,1,0,0,50,0.7,182,8,1,519,1545,619,5,3,18,0,1,1,0
889,4573,1578,0,2.9,0,8,0,3,0.9,200,1,20,342,670,3483,17,4,16,1,0,0,3
890,4620,1829,0,1.7,0,0,0,36,0.8,112,5,1,291,563,1475,11,4,7,0,0,0,1
891,4621,1132,0,1,0,0,0,8,0.1,157,1,4,1091,1293,1950,11,2,6,0,1,1,1
892,4670,1652,0,0.6,1,4,1,40,1,198,7,6,352,1084,3592,7,6,6,1,0,0,3
893,4854,912,0,0.5,1,0,0,58,0.3,107,5,1,165,1723,3573,17,3,20,1,1,0,3
894,4910,1181,0,2.3,0,12,1,61,0.6,116,2,16,385,831,2020,6,0,18,1,1,0,1
895,4952,1497,1,0.7,0,5,0,32,0.7,92,3,9,1920,1933,1329,6,1,7,1,1,0,2
896,5061,1790,1,2.3,1,3,1,49,0.5,100,3,11,396,1980,3568,6,2,18,1,0,1,3
897,5070,1742,1,1.6,0,3,0,49,0.8,100,1,9,1134,1469,1947,5,4,6,1,0,1,2
898,5071,1549,1,0.5,0,4,0,8,0.4,158,5,7,721,1514,1998,12,7,15,1,1,0,2
899,5072,1372,1,2.7,0,7,0,34,0.4,193,4,17,687,937,725,11,3,20,1,0,0,0
900,5151,1112,0,0.5,0,0,1,12,0.9,190,4,6,777,1119,3302,11,0,20,1,1,1,3
901,5152,1005,0,0.5,0,0,0,46,0.4,133,8,17,176,1556,3884,17,0,20,0,1,1,3
902,5252,783,1,1.7,1,9,1,27,0.3,150,6,11,458,1263,1185,15,4,6,1,1,1,0
903,5253,1698,0,2.5,0,10,1,26,0.4,105,2,18,485,1819,1656,5,3,17,1,0,1,2
904,5665,899,1,2.7,0,3,1,53,0.3,192,4,11,641,1638,2870,19,16,10,1,0,1,2
905,5677,1062,0,1.5,0,3,0,45,0.2,151,3,4,798,1435,911,14,2,9,0,0,0,0
906,5685,989,1,2,0,4,0,17,0.2,166,3,19,256,1394,3892,18,7,19,1,1,0,3
907,5690,1983,1,1.2,1,6,1,27,0.6,125,1,11,370,1197,3897,12,10,10,1,1,1,3
908,5735,1800,1,3,0,5,0,53,0.3,87,1,12,191,1108,656,14,10,18,0,0,1,0
909,5797,1254,0,1.7,0,0,1,45,0.4,146,3,3,1571,1956,606,7,2,2,1,1,1,1
910,5944,868,0,1.7,0,0,0,30,0.8,83,4,0,276,1026,1653,11,7,17,1,0,0,1
911,5945,1205,0,0.5,1,3,0,12,0.6,175,4,6,573,614,860,14,1,14,1,0,1,0
912,5961,1284,1,2.8,1,0,0,10,0.9,155,2,14,160,516,2197,16,2,9,0,1,1,1
913,6015,626,0,0.7,1,2,1,23,0.5,187,2,9,90,1334,3458,7,5,11,1,0,1,2
914,6048,1763,0,2.9,1,1,1,53,0.2,101,4,20,138,806,2066,12,9,17,1,1,1,1
915,6378,694,1,1.8,1,15,0,36,0.4,193,4,20,983,1230,3676,12,8,5,1,0,1,3
916,6434,1265,0,0.6,1,4,1,49,0.5,90,1,5,275,687,1518,16,11,8,1,0,1,1
917,6631,816,1,0.5,0,4,0,14,0.9,198,3,13,149,558,1018,17,10,15,1,0,0,0
918,6665,904,0,1.8,0,3,1,35,0.4,168,3,4,42,507,1360,15,12,11,1,0,0,0
919,6741,979,0,0.5,1,0,1,5,0.5,164,7,2,793,1670,3449,5,2,14,1,0,0,3
920,6742,1531,0,2,0,0,1,60,0.4,162,6,1,625,765,2524,13,11,7,1,0,0,2
921,6749,934,0,2,1,2,0,30,0.7,182,8,15,521,1190,703,10,8,7,0,0,1,0
922,6758,1624,1,2.6,1,0,0,58,1,200,3,11,1530,1744,1251,13,4,18,0,1,1,1
923,7242,874,0,1.3,0,5,0,8,0.5,185,1,20,442,1248,582,6,4,15,0,0,0,0
924,7243,1027,1,2.2,0,0,0,63,0.8,102,5,4,152,714,1732,8,5,13,0,1,1,1
925,7431,1966,0,0.8,1,15,1,48,0.2,144,1,16,1242,1973,1252,6,4,19,1,1,1,2
926,7504,1048,1,1.5,0,2,1,29,1,182,1,4,29,1670,2146,11,10,2,1,0,0,1
927,7508,1496,1,1.9,1,13,0,38,0.1,126,4,14,501,506,1927,17,4,6,0,0,1,1
928,7561,959,1,1.7,0,15,0,13,0.4,155,4,16,87,736,3328,10,9,10,1,1,1,2
929,7562,1349,1,2.2,1,5,0,55,0.1,105,7,7,648,1019,2462,15,7,17,1,0,1,2
930,7693,1689,1,2.4,1,0,1,13,0.9,168,2,9,521,674,1172,12,11,17,1,1,1,0
931,7694,1558,1,2.4,0,0,1,27,0.1,146,1,1,120,1409,3598,9,2,12,1,0,1,3
932,7695,582,0,0.5,1,3,0,27,0.2,168,3,10,985,1420,2437,19,2,2,1,1,1,2
933,7696,1485,0,2.8,0,3,1,44,0.1,138,4,14,341,774,3271,14,12,8,1,1,0,3
934,7697,1991,1,1.8,0,11,0,9,0.7,94,3,12,751,1377,1511,17,8,9,0,0,0,1
935,7698,553,0,0.5,1,2,1,23,0.5,119,3,3,993,1517,2981,7,3,14,1,0,0,2
936,7969,1231,0,0.7,1,2,0,7,0.9,113,1,7,43,1663,3119,9,4,15,1,1,0,3
937,7984,805,0,0.8,0,1,0,34,0.6,88,6,2,1262,1538,3647,18,11,9,1,0,1,3
938,8064,764,1,1.2,1,1,0,13,1,152,8,2,361,511,3148,18,7,6,1,1,0,2
939,8065,894,0,0.9,0,5,1,54,0.2,130,3,15,104,541,2829,11,5,13,1,0,1,2
940,8082,1589,0,2.6,0,9,0,46,0.4,84,3,16,618,940,2373,11,9,20,1,1,0,2
941,8131,1456,0,1.6,1,9,1,39,0.1,80,8,10,815,1666,3998,6,3,13,1,1,0,3
942,8242,743,0,0.5,1,0,1,33,0.3,95,2,1,1587,1659,316,19,10,4,1,0,0,0
943,8327,1061,1,2.1,0,3,1,52,0.1,109,7,4,138,1330,999,16,12,9,1,1,0,0
944,8328,1428,1,1.6,0,0,0,7,0.1,153,4,2,584,983,1808,12,8,13,0,1,0,1
945,8329,674,1,2.8,1,0,1,8,0.2,93,3,0,750,772,589,18,6,4,1,1,0,0
946,8330,832,0,1.1,0,0,1,46,0.3,93,6,0,820,1366,3317,8,0,19,1,1,0,3
947,8331,1625,1,0.5,1,2,1,50,0.1,107,8,17,8,1219,670,16,3,8,1,0,0,0
948,8332,907,0,1.4,1,3,0,42,0.2,151,1,16,171,507,584,11,9,6,1,0,0,0
949,8333,1631,0,0.5,0,2,1,13,0.5,166,2,16,960,1735,2173,12,3,8,1,1,0,2
950,8334,1584,1,1.3,0,6,0,41,0.6,135,4,15,160,1291,1561,10,5,17,0,0,1,1
951,8505,1382,1,0.5,0,7,1,13,0.3,199,2,18,612,719,2073,16,7,9,1,0,1,1
952,8573,633,1,1.4,0,0,1,46,0.7,102,6,10,709,1915,1401,19,14,11,1,1,0,1
953,8620,1444,1,2.1,0,9,0,38,0.4,104,7,16,624,917,3764,14,9,10,0,0,0,3
954,8683,852,1,1.6,1,6,1,54,0.4,147,5,7,538,730,1275,13,7,12,1,0,1,0
955,8716,922,1,0.7,0,0,1,47,1,157,8,14,1295,1808,1464,17,4,12,1,0,1,1
956,8717,1745,0,1.5,1,4,1,57,0.1,159,3,16,1164,1908,2885,13,11,5,1,1,1,3
957,8858,862,0,2.3,0,9,1,6,0.1,107,8,14,829,1977,3458,9,4,9,1,1,1,3
958,8859,1754,1,2.1,1,1,1,52,1,101,4,3,199,1452,3019,11,6,19,1,0,1,3
959,8860,1008,0,2.5,0,3,0,36,1,109,1,14,825,1972,1083,6,4,6,0,0,0,1
960,8861,1569,0,0.5,1,3,0,33,0.2,147,1,13,519,930,3538,18,1,15,1,0,1,3
961,9142,1596,0,2.9,1,7,0,7,0.7,149,2,9,169,1190,2493,14,12,13,1,1,1,2
962,9163,1807,1,0.5,1,2,1,61,0.1,134,6,6,1734,1968,3726,8,5,15,1,0,0,3
963,9318,1660,0,2.8,1,4,0,7,0.8,184,1,6,76,1165,1531,12,0,7,0,0,0,1
964,9319,1861,1,0.9,0,4,1,55,0.5,148,7,8,1698,1877,601,7,5,4,1,0,0,1
965,9320,648,0,1.9,1,4,0,8,1,91,5,19,819,1997,2991,8,7,4,0,0,1,2
966,9321,1379,0,0.5,1,1,0,19,0.3,134,8,17,387,671,3912,11,2,19,0,1,1,3
967,9322,1910,1,1.7,0,0,0,34,0.6,115,2,0,985,1284,309,8,4,10,0,0,1,0
968,9386,1807,0,2,1,0,1,13,0.5,155,8,0,970,974,323,9,3,3,1,1,1,0
969,9387,1923,0,0.5,1,7,0,46,0.5,191,1,10,767,1759,1489,10,9,3,1,1,1,1
970,9637,1345,1,3,0,7,1,38,0.1,162,3,11,512,1465,1322,9,2,15,1,0,0,1
971,9638,904,0,1.6,1,5,1,14,0.2,102,8,9,56,760,1846,7,0,3,1,0,1,1
972,9732,1239,0,1.2,1,5,1,52,0.9,122,2,10,590,661,417,8,0,6,1,0,1,0
973,9787,1330,0,0.9,0,6,1,52,0.8,84,4,12,462,1304,3269,19,6,8,1,1,0,3
974,9788,516,1,0.7,1,1,0,30,0.9,138,1,12,126,698,3731,17,13,15,0,0,0,2
975,9789,672,1,0.5,1,0,0,54,0.9,95,4,11,578,1143,667,17,8,14,0,0,0,0
976,9846,892,1,0.5,0,0,1,47,0.4,94,1,18,655,1782,1241,12,3,9,1,0,1,1
977,9847,1778,0,0.5,0,0,1,23,0.5,101,6,11,1028,1445,3941,19,6,13,1,0,0,3
978,9848,1130,1,2.5,0,4,1,58,0.1,132,5,14,88,1261,1018,17,1,16,1,0,0,0
979,9857,1359,0,0.6,0,4,0,59,0.3,86,2,6,1692,1902,3142,19,3,17,0,1,1,3
980,9858,1866,1,2.5,1,3,1,47,0.8,89,5,9,358,1782,1444,7,4,20,1,0,0,1
981,9859,1597,0,2.3,0,11,0,34,0.4,89,1,14,64,1667,934,16,10,9,0,1,0,0
982,9860,1046,1,2.8,1,0,1,58,0.2,100,8,0,259,1040,3863,17,12,9,1,1,1,3
983,10003,1035,0,0.6,1,2,1,44,0.5,99,3,3,236,1960,3506,14,5,12,1,1,0,3
984,10136,1175,1,1.3,0,2,0,19,0.3,164,7,9,873,1394,1944,9,4,9,1,1,0,1
985,10137,1261,1,0.5,1,0,1,11,0.2,90,4,0,858,1591,348,14,9,14,1,0,1,0
986,10170,1068,0,0.7,1,9,0,51,0.5,124,4,15,1405,1910,550,12,8,6,1,1,0,0
987,10237,1713,0,3,1,5,1,20,0.9,104,7,17,237,890,971,11,10,10,1,0,0,0
988,10261,1688,0,2.5,0,0,1,21,0.2,170,7,0,650,864,3984,17,14,8,1,1,1,3
989,10325,1413,1,0.5,1,4,1,45,0.4,104,5,6,1949,1994,2973,17,8,15,1,0,1,3
990,10338,559,1,0.5,0,10,0,11,0.4,82,5,14,541,823,2019,10,4,16,1,1,1,1
991,10355,1483,1,2.6,1,13,0,19,0.6,146,7,19,361,1552,1587,9,4,19,0,0,0,1
992,10444,860,1,1.6,1,13,0,48,0.5,187,7,18,335,1463,1870,17,2,18,1,0,0,1
993,10445,1090,0,1.3,1,5,0,27,0.1,91,4,16,1638,1910,1352,5,1,11,0,1,0,1
994,10446,686,1,0.5,0,11,0,3,0.3,91,6,15,1109,1392,570,7,6,19,0,1,0,0
995,10447,818,0,1.3,0,14,0,43,0.9,177,6,15,111,510,546,12,6,7,1,1,1,0
996,10448,1456,0,1.6,1,5,0,49,0.2,193,3,20,1285,1427,3624,12,11,16,1,1,0,3
997,10449,774,0,0.5,1,2,1,10,0.5,188,2,9,1480,1731,2944,8,6,2,1,1,1,2
998,10508,1068,0,0.5,1,0,1,19,0.9,197,8,9,322,875,1209,19,12,12,1,1,0,0
999,10509,1373,1,1.9,1,1,1,29,0.9,141,6,12,1220,1348,2752,15,2,7,1,1,1,3
1000,10510,1777,1,3,0,3,0,20,0.6,188,6,5,511,616,3868,5,1,7,0,1,1,3
1001,10864,594,0,0.8,0,2,1,28,0.1,132,5,3,1011,1263,3087,16,4,4,1,1,1,2
1002,10865,1524,0,2.6,1,5,0,57,0.5,124,2,12,629,635,947,11,4,16,0,1,1,0
1003,96,511,1,0.6,1,12,0,50,0.1,175,3,16,140,622,1484,9,7,8,1,0,0,0
1004,97,1402,1,0.6,1,3,0,46,0.3,87,7,12,1081,1767,347,17,0,12,1,0,1,0
1005,98,965,1,0.5,0,15,0,53,1,131,8,19,297,653,3227,12,6,8,1,0,0,2
1006,99,1270,1,2.3,0,0,0,58,0.5,104,5,1,1512,1716,3299,13,4,16,0,0,1,3
1007,100,919,0,0.5,1,11,0,13,0.3,159,1,15,275,570,1028,8,4,17,1,0,0,0
1008,101,1963,1,1,0,16,1,34,0.1,157,2,17,1136,1813,714,18,2,2,1,0,1,1
1009,102,1977,0,1.3,1,2,0,31,0.4,173,8,6,1145,1356,2641,8,2,7,0,0,0,3
1010,103,1881,0,2.2,0,4,0,51,0.3,158,5,7,477,1553,1229,12,0,14,1,0,0,1
1011,104,683,0,0.7,0,5,0,19,0.9,173,4,17,954,1985,2622,16,3,5,0,0,1,2
1012,105,772,0,2.6,1,7,0,6,0.1,100,2,10,741,1471,929,13,6,18,0,1,1,0
1013,106,536,1,1.4,0,0,1,53,0.7,135,3,0,547,705,1211,15,10,7,1,0,1,0
1014,107,1694,0,1.8,0,0,0,53,1,186,6,0,1194,1208,1653,7,5,6,1,0,0,2
1015,108,1633,0,1.7,1,3,1,33,0.9,111,2,19,146,906,511,9,0,7,1,1,0,0
1016,109,1371,0,0.5,0,4,0,52,0.5,167,4,19,471,663,3034,13,6,8,0,0,0,2
1017,110,551,1,2.8,0,0,1,54,0.1,172,7,15,169,1916,1414,6,1,19,1,0,1,0
1018,111,1221,0,0.5,0,1,1,28,0.5,139,1,7,1895,1976,2438,13,11,10,1,1,1,3
1019,112,1000,1,0.5,0,12,0,63,0.7,179,8,18,1537,1761,3744,11,1,7,0,0,1,3
1020,113,1986,0,2.7,1,3,1,64,0.2,162,4,20,236,1520,1377,5,3,15,1,1,1,1
1021,114,1119,0,0.5,1,0,1,23,0.4,164,4,1,821,915,3520,7,4,7,1,0,0,3
1022,115,1699,0,0.5,1,1,0,59,0.5,97,4,3,466,1768,3796,17,10,12,0,1,1,3
1023,116,1099,0,0.5,0,13,1,61,0.3,146,3,20,393,1096,1699,17,10,3,1,1,1,1
1024,117,1576,0,2.6,0,7,0,58,0.2,90,3,16,400,631,336,14,8,13,1,1,1,0
1025,118,950,1,0.5,0,9,0,55,0.1,156,5,10,774,843,1095,14,12,13,0,1,0,0
1026,119,1081,1,2.5,1,13,0,49,1,99,3,17,284,519,325,9,1,6,0,0,1,0
1027,190,606,0,2.5,0,1,1,53,0.2,146,4,2,465,1152,1223,19,12,7,1,0,0,0
1028,193,502,0,1.5,1,7,0,37,0.2,199,2,12,705,1810,1649,6,1,14,0,1,0,1
1029,194,957,1,0.7,0,0,1,4,0.1,160,2,0,38,1682,1898,12,4,3,1,1,0,1
1030,195,1658,1,1.4,1,0,1,38,0.3,159,5,0,51,739,2609,12,11,19,1,0,0,2
1031,199,1681,1,2.5,1,6,0,18,0.3,167,1,7,850,1005,2265,5,3,20,1,1,1,2
1032,200,1983,1,0.5,1,3,0,43,1,87,6,10,349,676,2775,9,4,3,0,1,1,2
1033,211,1753,0,1.2,0,8,1,12,0.9,113,7,17,387,1595,1445,17,16,12,1,1,1,1
1034,225,1632,1,1.4,0,0,0,41,0.1,132,4,1,706,1623,2614,5,4,15,1,0,0,2
1035,226,1949,1,1.4,0,7,0,57,0.3,145,7,11,951,1178,356,5,3,19,0,0,0,0
1036,251,1696,0,1.7,0,1,0,13,0.9,97,3,2,179,772,523,5,0,4,0,1,1,0
1037,252,688,0,2.5,1,0,0,57,0.8,131,7,3,426,1964,3745,17,1,4,0,1,0,3
1038,253,1104,0,1.7,0,1,1,60,0.4,199,2,13,653,1413,1229,6,0,3,1,1,1,0
1039,262,1122,0,2.8,0,0,0,28,0.6,184,3,4,1578,1963,1402,14,10,3,0,1,0,1
1040,266,504,1,0.5,1,2,1,46,0.9,172,5,14,280,1795,2085,13,5,8,1,0,0,1
1041,282,1154,0,0.5,0,12,1,14,0.7,156,7,14,251,1801,587,8,3,4,1,1,1,0
1042,283,1727,0,2.1,0,2,1,63,0.6,85,7,8,1463,1992,2457,19,13,7,1,0,1,3
1043,1827,1674,0,2.8,1,0,1,52,0.2,89,3,7,1432,1649,2030,7,0,6,1,0,0,2
1044,2424,1948,0,2.8,1,5,1,18,0.2,135,2,14,477,571,816,16,2,3,1,0,0,0
1045,2826,1218,1,2.8,1,3,0,39,0.8,150,7,14,1122,1746,1667,10,0,12,0,0,0,1
1046,3275,531,0,1.1,0,10,0,63,0.7,189,7,14,145,1903,2958,17,1,19,0,1,0,2
1047,3716,1057,0,2.1,0,4,0,5,0.5,154,5,13,416,1055,3705,6,4,13,1,0,0,3
1048,3827,576,0,1.2,0,1,0,30,0.8,162,8,5,847,893,2800,11,6,16,0,1,1,2
